Serial,Aspect,Opinion(List)
5,早餐,算是_很好_多_而且新鲜_可口_
5,四星,算是_很好_多_而且新鲜_可口_
5,酒店,算是_很好_多_而且新鲜_可口_
5,食物,多_而且新鲜_可口_
5,种类,多_而且新鲜_可口_
5,服务员,很好_早餐结束_会_先来_问_再撤_
5,态度,很好_早餐结束_会_先来_问_再撤_
5,客人,再撤_
5,前台,办理_一般_
5,退房,一般_
5,速度,一般_
6,商务,不高_感觉_不了_
6,套房,不高_感觉_不了_
6,价格,不高_感觉_不了_
6,性价比,不高_感觉_不了_
6,房间,不了_
6,配置,不了_
6,档次,
6,厅,
6,沙发,
6,藤椅,
6,热带,感觉_不好_
6,风格,感觉_不好_
6,酒店,还可以_也OK_能_降_比较合适_
6,大堂,还可以_也OK_能_降_比较合适_
6,内部,还可以_也OK_能_降_比较合适_
6,环境,还可以_也OK_能_降_比较合适_
6,人员,也OK_能_降_比较合适_
6,服务,也OK_能_降_比较合适_
6,房价,能_降_比较合适_
6,门口,正在修_一路走来_还以为_
6,路,正在修_一路走来_还以为_
6,地震,
6,汗,
6,心理,有点好奇_
6,阴影PS,有点好奇_
6,白云,竟然是_想_知道_
6,山庄,竟然是_想_知道_
6,字,竟然是_想_知道_
6,毛,想_知道_
6,主席,想_知道_
6,手,想_知道_
6,典故,
6,宾馆,反馈_首先感谢_提供_宝贵_
6,酒店,提供_宝贵_
6,意见,
6,喜好,专门设立_来_入住_不会_再安排_有_只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,性化,来_入住_不会_再安排_有_只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,档案,来_入住_不会_再安排_有_只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,藤椅,只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,沙发,只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,商务,只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,套房,只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,门,只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,市政,只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,施工,只是_暂时_正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,新昌,正在评_文明_是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,城市,是_示范性_带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,街,带来_表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,不便,表示_真诚_再次光临_是_摘录_下来_而并非_题_
6,谦意,真诚_再次光临_是_摘录_下来_而并非_题_
6,期待,再次光临_是_摘录_下来_而并非_题_
6,山,是_摘录_下来_而并非_题_
6,庄,是_摘录_下来_而并非_题_
6,大门口,是_摘录_下来_而并非_题_
6,白云,是_摘录_下来_而并非_题_
6,山庄,是_摘录_下来_而并非_题_
6,字,是_摘录_下来_而并非_题_
6,毛体,摘录_下来_而并非_题_
6,毛,题_
6,主席,题_
7,酒店,不好_排_住_漏风_
7,服务,不好_排_住_漏风_
7,程度,排_住_漏风_
7,第一,住_漏风_
7,房间,漏风_
7,房间,是_坏_半夜给_冻醒_
7,空调,是_坏_半夜给_冻醒_
7,房间,明显比1702_小_不能够_上网_已经被_折磨_在调整_
7,房间,小_不能够_上网_已经被_折磨_在调整_
7,房间,不能够_上网_已经被_折磨_在调整_
7,没有,在调整_
7,力气,在调整_
7,房间,
7,床,看看_看_不了_携程_比较满意_提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,电视,看_不了_携程_比较满意_提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,天,看_不了_携程_比较满意_提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,服务,比较满意_提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,辽宁省,提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,沈阳市,提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,新湖,提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,城市,提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,酒店,提供_是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,客房,是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,服务,是_不满意_希望_能够_好好考虑_怎么相信_携程_
7,携程,能够_好好考虑_怎么相信_携程_
7,加盟,怎么相信_携程_
7,酒店,怎么相信_携程_
7,品牌,
8,退房,慢_慢_破_服务_差_
8,电梯,慢_破_服务_差_
8,超市,破_服务_差_
8,房间旧,服务_差_
8,态度,差_
9,携程,定_不带_不能_评价_吃_
9,早饭,不能_评价_吃_
9,毛病,
9,前台,报销_
9,空调,非常足_都有_过热_
9,价位,住_这样子_非常好_
9,酒店,非常好_
9,家庭,出游_
10,酒店,服务_不错_比较好_好像是_旋转_满_有_觉得_住_还满_
10,环境,比较好_好像是_旋转_满_有_觉得_住_还满_
10,48楼,旋转_满_有_觉得_住_还满_
10,餐厅,满_有_觉得_住_还满_
10,特色,觉得_住_还满_
10,酒店,还满_
10,满意,
11,长春,这样_还好_还好_就是_还没有_都冻醒_感冒_
11,房间,还好_还好_就是_还没有_都冻醒_感冒_
11,环境,还好_就是_还没有_都冻醒_感冒_
11,气温,还没有_都冻醒_感冒_
11,房间,还没有_都冻醒_感冒_
11,空调,还没有_都冻醒_感冒_
11,暖风,都冻醒_感冒_
12,交通,便是_最令_失望_住_打_不到_开_竟然收_40块去_实际上打车_不到_
12,地方,最令_失望_住_打_不到_开_竟然收_40块去_实际上打车_不到_
12,地方,住_打_不到_开_竟然收_40块去_实际上打车_不到_
12,的士,开_竟然收_40块去_实际上打车_不到_
12,酒店,开_竟然收_40块去_实际上打车_不到_
12,司机,开_竟然收_40块去_实际上打车_不到_
12,商务车,竟然收_40块去_实际上打车_不到_
12,地方,
12,钱,而是_趁火打劫_实在令_愤怒_
12,问题,而是_趁火打劫_实在令_愤怒_
12,行为,实在令_愤怒_
12,房间,竟然没有_缓慢吹风_
12,空调,缓慢吹风_
12,房间,不怎么样_都可以_听到_
12,隔音,不怎么样_都可以_听到_
12,KTV,
12,夜总会,
12,歌声,
12,酒店,还听_喜欢_不过经历_不敢_恭维_
12,房间,还听_喜欢_不过经历_不敢_恭维_
12,设计,还听_喜欢_不过经历_不敢_恭维_
12,格调,还听_喜欢_不过经历_不敢_恭维_
13,星级,
13,宾馆,
13,人,
13,声,
13,旅游,只顾_赚_
13,会议,只顾_赚_
13,团队,只顾_赚_
13,钱,
13,宾馆,
13,饭,不安宁_
14,房间,好_优越_高_下次来_还住_
14,温度,好_优越_高_下次来_还住_
14,隔音,好_优越_高_下次来_还住_
14,效果,好_优越_高_下次来_还住_
14,地理,优越_高_下次来_还住_
14,位置,优越_高_下次来_还住_
14,性价比,高_下次来_还住_
15,房间,有_小_大_比较偏远_
15,有,大_比较偏远_
15,地理,比较偏远_
15,位置,比较偏远_
15,早饭,不是_采用_是_
15,自助餐,采用_是_
15,形式,采用_是_
15,套餐,
15,形式,
15,套餐,要_购买_
15,宾馆,反馈_非常感谢_光临_也感谢_提出_都是_一样_同样_有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,酒店,也感谢_提出_都是_一样_同样_有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,酒店,提出_都是_一样_同样_有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,关注,提出_都是_一样_同样_有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,问题,都是_一样_同样_有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,酒店,都是_一样_同样_有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,房间,都是_一样_同样_有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,大小,都是_一样_同样_有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,房间,有_小有_大_是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,问题,是_原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,客人,原订_不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,房型,不足用_出现_保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,异常,保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,问题,保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,酒店,保障_预订_而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,客人,而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,房间,而给予_免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,客人,免费升级_入住_产生_是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,情况,是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,酒店,是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,早餐,是_共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,套餐,共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,形式,共有_固定中式_供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,茶点,供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,套餐,供_选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,客人,选用_需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,套餐,需_增加_点心_需_已购买_造成_深表_欢迎_再次光临_
15,客人,需_已购买_造成_深表_欢迎_再次光临_
15,歉意,欢迎_再次光临_
15,酒店,
16,天津,居然是_星级_太乱_演艺场_不像_到处是_穿_走动_不如_不知道_星级_在_享受_特别_
16,乐园,居然是_星级_太乱_演艺场_不像_到处是_穿_走动_不如_不知道_星级_在_享受_特别_
16,宾馆,居然是_星级_太乱_演艺场_不像_到处是_穿_走动_不如_不知道_星级_在_享受_特别_
16,酒店,太乱_演艺场_不像_到处是_穿_走动_不如_不知道_星级_在_享受_特别_
16,环境,太乱_演艺场_不像_到处是_穿_走动_不如_不知道_星级_在_享受_特别_
16,娱乐,不像_到处是_穿_走动_不如_不知道_星级_在_享受_特别_
16,场所,不像_到处是_穿_走动_不如_不知道_星级_在_享受_特别_
16,宾馆,到处是_穿_走动_不如_不知道_星级_在_享受_特别_
16,睡衣,走动_不如_不知道_星级_在_享受_特别_
16,人们,走动_不如_不知道_星级_在_享受_特别_
16,早餐,不如_不知道_星级_在_享受_特别_
16,星,不如_不知道_星级_在_享受_特别_
16,宾馆,不如_不知道_星级_在_享受_特别_
16,评论,星级_在_享受_特别_
16,酒店,在_享受_特别_
16,官员们,在_享受_特别_
16,洗浴,享受_特别_
16,中心,享受_特别_
16,待遇,
17,行政房,给_免费升级_到_是_新_非常不错_而且可以_延迟_退房_到_好_也方便_下次去_还会_住_非常喜欢_
17,酒店,给_免费升级_到_是_新_非常不错_而且可以_延迟_退房_到_好_也方便_下次去_还会_住_非常喜欢_
17,公寓房,是_新_非常不错_而且可以_延迟_退房_到_好_也方便_下次去_还会_住_非常喜欢_
17,房子,非常不错_而且可以_延迟_退房_到_好_也方便_下次去_还会_住_非常喜欢_
17,房间,非常不错_而且可以_延迟_退房_到_好_也方便_下次去_还会_住_非常喜欢_
17,设施,非常不错_而且可以_延迟_退房_到_好_也方便_下次去_还会_住_非常喜欢_
17,装修,非常不错_而且可以_延迟_退房_到_好_也方便_下次去_还会_住_非常喜欢_
17,地理,好_也方便_下次去_还会_住_非常喜欢_
17,位置,好_也方便_下次去_还会_住_非常喜欢_
17,交通,也方便_下次去_还会_住_非常喜欢_
17,方便,也方便_下次去_还会_住_非常喜欢_
17,餐饮,也方便_下次去_还会_住_非常喜欢_
17,附近,也方便_下次去_还会_住_非常喜欢_
17,南京,还会_住_非常喜欢_
18,房间,小_齐_全_
18,设施,齐_全_
18,服务,很好_一直住_
18,酒店,
19,外观,还行_没法提_有_说_不清_本来想_洗澡_但是看_还是打消_吃_完_
19,里面,没法提_有_说_不清_本来想_洗澡_但是看_还是打消_吃_完_
19,环境,没法提_有_说_不清_本来想_洗澡_但是看_还是打消_吃_完_
19,卫生间,有_说_不清_本来想_洗澡_但是看_还是打消_吃_完_
19,味道,本来想_洗澡_但是看_还是打消_吃_完_
19,卫生间,还是打消_吃_完_
19,念头,吃_完_
19,早餐,吃_完_
19,面包,吃_完_
19,粥\,吃_完_
19,咸菜,吃_完_
19,鸽子,吃_完_
19,蛋,吃_完_
19,大小,吃_完_
19,鸡蛋,吃_完_
20,酒店,整体_不好_都走_不了_不让_停_不协助_找_停车_像_是_五星_不是_很理想_不像_是_五星级_就是_
20,装修,整体_不好_都走_不了_不让_停_不协助_找_停车_像_是_五星_不是_很理想_不像_是_五星级_就是_
20,感觉,不好_都走_不了_不让_停_不协助_找_停车_像_是_五星_不是_很理想_不像_是_五星级_就是_
20,正门,都走_不了_不让_停_不协助_找_停车_像_是_五星_不是_很理想_不像_是_五星级_就是_
20,车,不让_停_不协助_找_停车_像_是_五星_不是_很理想_不像_是_五星级_就是_
20,服务,不协助_找_停车_像_是_五星_不是_很理想_不像_是_五星级_就是_
20,人员,不协助_找_停车_像_是_五星_不是_很理想_不像_是_五星级_就是_
20,地方,像_是_五星_不是_很理想_不像_是_五星级_就是_
20,服务,不是_很理想_不像_是_五星级_就是_
20,水平,不是_很理想_不像_是_五星级_就是_
20,房间,不是_很理想_不像_是_五星级_就是_
20,卫生,不是_很理想_不像_是_五星级_就是_
20,状况,不是_很理想_不像_是_五星级_就是_
20,备品,不像_是_五星级_就是_
20,牙刷,就是_
20,劣质,
20,产品,
20,酒店,服务_也需要_提升_看_出_是_很一般_服务_有员_
20,整体,服务_也需要_提升_看_出_是_很一般_服务_有员_
20,软性,服务_也需要_提升_看_出_是_很一般_服务_有员_
20,管理,很一般_服务_有员_
20,饭店,服务_有员_
20,整体,
20,素质,
20,一般,
21,祠宾馆,没_推荐_到_很远_
21,房,推荐_到_很远_
21,携城,推荐_到_很远_
21,晋祠,很远_
21,态度,大好_
21,出租车,有_斩_厉害_
21,黑车,斩_厉害_
22,酒店,遇到_都是_几乎相同_写_很清楚_安静_不要_不知道_是_没有把_传给_有_给_
22,问题,写_很清楚_安静_不要_不知道_是_没有把_传给_有_给_
22,备注,写_很清楚_安静_不要_不知道_是_没有把_传给_有_给_
22,不临街,安静_不要_不知道_是_没有把_传给_有_给_
22,高层,不要_不知道_是_没有把_传给_有_给_
22,KTV,不知道_是_没有把_传给_有_给_
22,房型,不知道_是_没有把_传给_有_给_
22,原因,是_没有把_传给_有_给_
22,携程,没有把_传给_有_给_
22,信息,传给_有_给_
22,酒店,有_给_
22,酒店,有_给_
22,理解,有_给_
22,问题,给_
23,房间,很干净_住_照_进来_很舒服_可以_上网_也不错_说_
23,朝南,照_进来_很舒服_可以_上网_也不错_说_
23,房间,照_进来_很舒服_可以_上网_也不错_说_
23,太阳,照_进来_很舒服_可以_上网_也不错_说_
23,网速,也不错_说_
23,宾馆,老方便_闹_取静_
23,交通,老方便_闹_取静_
23,地方,
23,月坛,老喜欢_
23,北街,老喜欢_
23,护国,老喜欢_
23,寺,老喜欢_
23,小吃,老喜欢_
23,宾馆,提供_10元_也不错_
23,午餐,也不错_
23,晚餐,也不错_
23,缺点,就是_不是_很好_
23,隔音,不是_很好_
23,生意,也不错_
24,日本人,料理_做_那么差_
24,酒店,料理_做_那么差_
24,日本,料理_做_那么差_
24,房间,很旧_早知道_住_
24,锦江,
24,早餐,不好_少_
24,味道,不好_少_
24,品种,少_
24,房间,
24,性价比,
25,设施,不干净_
25,陈旧,不干净_
25,携程,订_不好_
25,酒店,不好_
25,感觉,不好_
26,房间,是_坏_还生_问_说_没有_让_退房_
26,空调,是_坏_还生_问_说_没有_让_退房_
26,霉,问_说_没有_让_退房_
26,服务员,说_没有_让_退房_
26,房间,让_退房_
26,退房,
26,客服,说_只住_要_扣掉_担保_过_
26,电话,说_只住_要_扣掉_担保_过_
26,钱,担保_过_
26,信用卡,担保_过_
26,房间,才退_去_找_说_不管_只住_退_
26,问题,才退_去_找_说_不管_只住_退_
26,酒店,说_不管_只住_退_
26,负责人,说_不管_只住_退_
26,理论,说_不管_只住_退_
26,负责人,说_不管_只住_退_
26,服务员,让_退_说_说_无效_
26,服务员,说_无效_
26,话,无效_
26,态度,
26,后面,差点误_还好_携程_调查_清楚_免扣_
26,波折,差点误_还好_携程_调查_清楚_免扣_
26,北京,还好_携程_调查_清楚_免扣_
26,车,还好_携程_调查_清楚_免扣_
26,大度,调查_清楚_免扣_
26,房间,
26,钱,
27,酒店,还是_想_说_到达_很晚_吃_顺便问_吃上_客气_告诉_没开门_可以_安排_送餐_到_
27,月,还是_想_说_到达_很晚_吃_顺便问_吃上_客气_告诉_没开门_可以_安排_送餐_到_
27,店,吃_顺便问_吃上_客气_告诉_没开门_可以_安排_送餐_到_
27,餐厅,吃_顺便问_吃上_客气_告诉_没开门_可以_安排_送餐_到_
27,晚饭,顺便问_吃上_客气_告诉_没开门_可以_安排_送餐_到_
27,早饭,客气_告诉_没开门_可以_安排_送餐_到_
27,服务员,客气_告诉_没开门_可以_安排_送餐_到_
27,餐厅,没开门_可以_安排_送餐_到_
27,房间,
27,早餐,果然送到_还道歉_晚_
27,房间,还道歉_晚_
27,晚,可以_清楚_感到_在用心_工作_鼓励_
27,店家,在用心_工作_鼓励_
27,工作,在用心_工作_鼓励_
27,人员,在用心_工作_鼓励_
